id_country;name;geo_point
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Washington University in Saint Louis;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Texas, Austin;
47aa6621-d0f0-4b86-8bf9-daac33e367c4;University of Amsterdam;52.2987003744, 5.51221710099
2421796c-09a8-45cb-a7b0-dd7d6779947f;The University of Manchester;53.9147734806, -2.8531353952
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Southern California;45.7056295354, -112.599438377
59f0d4bc-9a9e-4a35-8431-086517d80df5;University of Science and Technology of China;36.5550685352, 103.883616289
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Technische Universitat Munchen;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Wuhan University;36.5550685352, 103.883616289
59f0d4bc-9a9e-4a35-8431-086517d80df5;BeiHang University;36.5550685352, 103.883616289
59f0d4bc-9a9e-4a35-8431-086517d80df5;Shandong University;36.5550685352, 103.883616289
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Maryland, Baltimore;45.7056295354, -112.599438377
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Emory University;45.7056295354, -112.599438377
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Vanderbilt University;45.7056295354, -112.599438377
59f0d4bc-9a9e-4a35-8431-086517d80df5;University of Electronic Science and Technology of China;36.5550685352, 103.883616289
59f0d4bc-9a9e-4a35-8431-086517d80df5;Tongji University;36.5550685352, 103.883616289
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Carnegie Mellon University;45.7056295354, -112.599438377
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Purdue University;
4722f438-c158-4380-b9cd-5c396a349fdc;Karolinska Institute;62.8114849681, 16.5962658468
94c8ee1b-11a9-4931-b752-917eb2457093;McGill University;61.4690761453, -98.1423813721
23af144d-8ec6-43fb-b097-a5ddcdc44137;Kyoto University;37.6631108117, 138.064962133
59f0d4bc-9a9e-4a35-8431-086517d80df5;Nanjing University;36.5550685352, 103.883616289
47aa6621-d0f0-4b86-8bf9-daac33e367c4;University of Groningen;52.2987003744, 5.51221710099
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Georgia Institute of Technology;45.7056295354, -112.599438377
47aa6621-d0f0-4b86-8bf9-daac33e367c4;Leiden University;52.2987003744, 5.51221710099
94c8ee1b-11a9-4931-b752-917eb2457093;University of Alberta;61.4690761453, -98.1423813721
c29c93c4-6a47-428d-95ed-0d36b5ae6774;Universita degli Studi di Roma La Sapienza;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Rutgers, The State University of New Jersey;45.7056295354, -112.599438377
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Harvard-MIT Division of Health Sciences and Tecnology;
be20c4d9-6618-4554-870d-cb92ea62d801;Ghent University;50.6524426065, 4.58083159066
cbc1c57d-a933-411f-bd9b-0140bd302d4c;Universitat de Barcelona;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Michigan State University;45.7056295354, -112.599438377
47aa6621-d0f0-4b86-8bf9-daac33e367c4;Erasmus University Rotterdam;52.2987003744, 5.51221710099
577567b8-2bd7-4944-a43d-f714c3b6e735;Universidad Nacional Autonoma de Mexico;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Boston University;45.7056295354, -112.599438377
15ed37e1-5079-426b-8929-f1247a6b5e50;Ecole Polytechnique Federale de Lausanne;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;California Institute of Technology;45.7056295354, -112.599438377
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Weill Cornell Medicine;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite PSL;
c29c93c4-6a47-428d-95ed-0d36b5ae6774;Universita degli Studi di Milano;
47aa6621-d0f0-4b86-8bf9-daac33e367c4;Vrije Universiteit Amsterdam;
ea9d6071-c506-4e06-bd42-4380ec4a8cd3;Aarhus University;56.0639344618, 9.8763729377
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite Paris-Saclay;
cbc1c57d-a933-411f-bd9b-0140bd302d4c;Universidad Complutense de Madrid;
cbc1c57d-a933-411f-bd9b-0140bd302d4c;Universitat Autonoma de Barcelona;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Princeton University;45.7056295354, -112.599438377
80cdf2ef-a5b5-374c-f523-c49a124234ff;The Chinese University of Hong Kong;22.3870824159, 114.121139933
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Toyota Technological Institute at Chicago;
15ed37e1-5079-426b-8929-f1247a6b5e50;Universitat Zurich;
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Ludwig-Maximilians Universitat Munchen;
2421796c-09a8-45cb-a7b0-dd7d6779947f;University of Liverpool;53.9147734806, -2.8531353952
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of California, Irvine;45.7056295354, -112.599438377
0011fefb-a63c-4b0a-839b-b4da77b755a6;Yonsei University;36.4275986041, 127.821317128
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Utah;45.7056295354, -112.599438377
59f0d4bc-9a9e-4a35-8431-086517d80df5;Beijing Institute of Technology;36.5550685352, 103.883616289
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Icahn School of Medicine at Mount Sinai;45.7056295354, -112.599438377
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Arizona State University;45.7056295354, -112.599438377
59f0d4bc-9a9e-4a35-8431-086517d80df5;Soochow University, Suzhou;
c29c93c4-6a47-428d-95ed-0d36b5ae6774;Universita degli Studi di Padova;
fd20da90-fec1-443f-9282-fed3684bcbbd;University of Helsinki;64.5040939186, 26.2117646974
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Texas A&M University, College Station;
2421796c-09a8-45cb-a7b0-dd7d6779947f;University of Nottingham;53.9147734806, -2.8531353952
23af144d-8ec6-43fb-b097-a5ddcdc44137;Osaka University;37.6631108117, 138.064962133
59f0d4bc-9a9e-4a35-8431-086517d80df5;Dalian University of Technology;36.5550685352, 103.883616289
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Colorado, Denver;
2421796c-09a8-45cb-a7b0-dd7d6779947f;University of Bristol;53.9147734806, -2.8531353952
7d05b2fc-c1e5-4c58-bea8-09eb9a6e36b4;Tel Aviv University;31.4849178149, 35.0038500487
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Universitat Heidelberg;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Arizona;45.7056295354, -112.599438377
0011fefb-a63c-4b0a-839b-b4da77b755a6;Korea Advanced Institute of Science and Technology;36.4275986041, 127.821317128
2421796c-09a8-45cb-a7b0-dd7d6779947f;University of Birmingham;53.9147734806, -2.8531353952
4722f438-c158-4380-b9cd-5c396a349fdc;Lunds University;
80cdf2ef-a5b5-374c-f523-c49a124234ff;The University of Hong Kong;22.3870824159, 114.121139933
c29c93c4-6a47-428d-95ed-0d36b5ae6774;L'Alma Mater Studiorum - Universita di Bologna;
94c8ee1b-11a9-4931-b752-917eb2457093;University of Calgary;
0011fefb-a63c-4b0a-839b-b4da77b755a6;Korea University;36.4275986041, 127.821317128
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Aix-Marseille Universite;
2421796c-09a8-45cb-a7b0-dd7d6779947f;University of Glasgow;
2421796c-09a8-45cb-a7b0-dd7d6779947f;University of Southampton;53.9147734806, -2.8531353952
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Virginia;45.7056295354, -112.599438377
f6dc9281-2ae6-438f-b57d-7003ecfa5d59;University of Oslo;69.1568563971, 15.4681261227
ea9d6071-c506-4e06-bd42-4380ec4a8cd3;Technical University of Denmark;56.0639344618, 9.8763729377
4722f438-c158-4380-b9cd-5c396a349fdc;Uppsala University;62.8114849681, 16.5962658468
47aa6621-d0f0-4b86-8bf9-daac33e367c4;Delft University of Technology;52.2987003744, 5.51221710099
59f0d4bc-9a9e-4a35-8431-086517d80df5;Chinese Academy of Medical Sciences and Peking Union Medical College;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite Grenoble-Alpes;
c29c93c4-6a47-428d-95ed-0d36b5ae6774;Universita degli Studi di Napoli Federico II;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Northwestern Polytechnical University;36.5550685352, 103.883616289
2421796c-09a8-45cb-a7b0-dd7d6779947f;The University of Sheffield;53.9147734806, -2.8531353952
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Baylor College of Medicine;45.7056295354, -112.599438377
2421796c-09a8-45cb-a7b0-dd7d6779947f;University of Leeds;53.9147734806, -2.8531353952
59f0d4bc-9a9e-4a35-8431-086517d80df5;Nankai University;36.5550685352, 103.883616289
2421796c-09a8-45cb-a7b0-dd7d6779947f;Queen Mary, University of London;53.9147734806, -2.8531353952
941ba4f5-9026-4802-8bc2-e9732930e533;Universidade de Lisboa;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Tohoku University;37.6631108117, 138.064962133
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Texas Southwestern Medical Center;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Chongqing University;36.5550685352, 103.883616289
a2f14e76-0ab1-4a3b-abea-d6edf58e6729;National Taiwan University;23.7409649798, 120.974800737
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Colorado, Boulder;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Iowa;45.7056295354, -112.599438377
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Friedrich-Alexander-Universitat Erlangen-Nurnberg;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;North Carolina State University;
c29c93c4-6a47-428d-95ed-0d36b5ae6774;Universita degli Studi di Firenze;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Indiana University-Bloomington;
0011fefb-a63c-4b0a-839b-b4da77b755a6;Sungkyunkwan University;36.4275986041, 127.821317128
59f0d4bc-9a9e-4a35-8431-086517d80df5;Xiamen University;36.5550685352, 103.883616289
47aa6621-d0f0-4b86-8bf9-daac33e367c4;Wageningen University and Research Centre;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Colorado, Anschutz Medical Campus;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite Montpellier;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Case Western Reserve University;45.7056295354, -112.599438377
2421796c-09a8-45cb-a7b0-dd7d6779947f;Newcastle University, Newcastle upon Tyne;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Zhengzhou University;
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Universitat Hamburg;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Alabama, Birmingham;
94c8ee1b-11a9-4931-b752-917eb2457093;University of Waterloo;61.4690761453, -98.1423813721
50e857c3-828c-4bb0-8add-3ed4746d7794;King Abdullah University of Science and Technology;24.1232898391, 44.5163637683
00c04788-a568-4961-b3a9-a8ee00777af9;Universidade Estadual Paulista Julio de Mesquita Filho;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Brown University;45.7056295354, -112.599438377
e715f160-55e7-4db2-8505-7762526b8420;The University of Adelaide;-25.7306547797, 134.502775475
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Illinois, Chicago;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;The Rockefeller University;
c29c93c4-6a47-428d-95ed-0d36b5ae6774;Universita degli Studi di Torino;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Jiangnan University;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of California, Santa Barbara;45.7056295354, -112.599438377
59f0d4bc-9a9e-4a35-8431-086517d80df5;Peking University Health Science Center;
2421796c-09a8-45cb-a7b0-dd7d6779947f;Cardiff University;53.9147734806, -2.8531353952
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Virginia Polytechnic Institute and State University;45.7056295354, -112.599438377
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Technische Universitat Dresden;
2421796c-09a8-45cb-a7b0-dd7d6779947f;University of Warwick;53.9147734806, -2.8531353952
59f0d4bc-9a9e-4a35-8431-086517d80df5;Xidian University;
e715f160-55e7-4db2-8505-7762526b8420;Australian National University;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Rochester;45.7056295354, -112.599438377
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Rheinisch-Westfalische Technische Hochschule Aachen;
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Rheinische Friedrich-Wilhelms-Universitat Bonn;
15ed37e1-5079-426b-8929-f1247a6b5e50;Universitat Bern;
e715f160-55e7-4db2-8505-7762526b8420;The University of Western Australia;-25.7306547797, 134.502775475
59f0d4bc-9a9e-4a35-8431-086517d80df5;Shenzhen University;
50e857c3-828c-4bb0-8add-3ed4746d7794;King Saud University;24.1232898391, 44.5163637683
cbc1c57d-a933-411f-bd9b-0140bd302d4c;Universidad Autonoma de Madrid;
cbc1c57d-a933-411f-bd9b-0140bd302d4c;Universitat de Valencia;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Miami;45.7056295354, -112.599438377
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Albert-Ludwigs-Universitat Freiburg im Breisgau;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Beijing University of Posts and Telecommunications;
80cdf2ef-a5b5-374c-f523-c49a124234ff;Hong Kong Polytechnic University;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Oregon Health & Science University;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Hunan University;36.5550685352, 103.883616289
4e14aa7c-1f14-44a2-a29e-324d194efcd0;Charles University;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite Claude Bernard Lyon 1;
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Karlsruher Institut fur Technologie;
9055dbfa-c2d4-4d9d-9186-036b1910570d;University of Auckland;
08d641b5-9139-475b-90fc-1ee02ffc06ab;Medizinische Universitat Wien;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Maryland, College Park;45.7056295354, -112.599438377
f6dc9281-2ae6-438f-b57d-7003ecfa5d59;Norwegian University of Science and Technology;69.1568563971, 15.4681261227
4722f438-c158-4380-b9cd-5c396a349fdc;University of Gothenburg;62.8114849681, 16.5962658468
0011fefb-a63c-4b0a-839b-b4da77b755a6;Hanyang University;36.4275986041, 127.821317128
59f0d4bc-9a9e-4a35-8431-086517d80df5;Zhejiang University of Technology;
94c8ee1b-11a9-4931-b752-917eb2457093;McMaster University;61.4690761453, -98.1423813721
59f0d4bc-9a9e-4a35-8431-086517d80df5;Jiangsu University;
94c8ee1b-11a9-4931-b752-917eb2457093;Universite de Montreal;
941ba4f5-9026-4802-8bc2-e9732930e533;Universidade do Porto;
59f0d4bc-9a9e-4a35-8431-086517d80df5;China Agricultural University;36.5550685352, 103.883616289
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Georgia;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Nanjing University of Aeronautics and Astronautics;36.5550685352, 103.883616289
23af144d-8ec6-43fb-b097-a5ddcdc44137;Nagoya University;37.6631108117, 138.064962133
cbc1c57d-a933-411f-bd9b-0140bd302d4c;Universidad de Granada;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Temple University;45.7056295354, -112.599438377
c29c93c4-6a47-428d-95ed-0d36b5ae6774;Universita degli Studi di Pisa;
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Westfalische Wilhelms-Universitat Munster;
5e902601-64f3-44bb-a3b5-1041e6998fac;University of Ljubljana;46.125422059, 14.9381523208
59f0d4bc-9a9e-4a35-8431-086517d80df5;Capital University of Medical Sciences;36.5550685352, 103.883616289
59f0d4bc-9a9e-4a35-8431-086517d80df5;Beijing Normal University;36.5550685352, 103.883616289
41dfb42d-7e13-4dae-8461-68aa07dc4afe;Tehran University of Medical Sciences;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Cincinnati;45.7056295354, -112.599438377
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Pittsburgh Health Sciences;
7d05b2fc-c1e5-4c58-bea8-09eb9a6e36b4;Weizmann Institute of Science;31.4849178149, 35.0038500487
59f0d4bc-9a9e-4a35-8431-086517d80df5;Nanjing University of Science and Technology;36.5550685352, 103.883616289
23af144d-8ec6-43fb-b097-a5ddcdc44137;Hokkaido University;37.6631108117, 138.064962133
94c8ee1b-11a9-4931-b752-917eb2457093;University of Western Ontario;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Iowa State University;45.7056295354, -112.599438377
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Eberhard-Karls-Universitat Tubingen;
4722f438-c158-4380-b9cd-5c396a349fdc;Royal Institute of Technology;62.8114849681, 16.5962658468
94c8ee1b-11a9-4931-b752-917eb2457093;University of Ottawa;61.4690761453, -98.1423813721
23af144d-8ec6-43fb-b097-a5ddcdc44137;Kyushu University;37.6631108117, 138.064962133
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Massachusetts Medical School;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Indiana University-Purdue University Indianapolis;
15ed37e1-5079-426b-8929-f1247a6b5e50;Universite de Geneve;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Massachusetts, Amherst;
00c04788-a568-4961-b3a9-a8ee00777af9;Universidade Estadual de Campinas;
819cc7f1-c483-4a26-96b7-0a5e291acd3b;Lomonosov Moscow State University;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite Paul Sabatier, Toulouse III;
80cdf2ef-a5b5-374c-f523-c49a124234ff;City University of Hong Kong;22.3870824159, 114.121139933
59f0d4bc-9a9e-4a35-8431-086517d80df5;China University of Geosciences;
59f0d4bc-9a9e-4a35-8431-086517d80df5;National University of Defense Technology;
2421796c-09a8-45cb-a7b0-dd7d6779947f;University of Exeter;53.9147734806, -2.8531353952
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Connecticut, Storrs;
80cdf2ef-a5b5-374c-f523-c49a124234ff;The Hong Kong University of Science and Technology;36.5550685352, 103.883616289
e715f160-55e7-4db2-8505-7762526b8420;University of Technology, Sydney;-25.7306547797, 134.502775475
cbc1c57d-a933-411f-bd9b-0140bd302d4c;Universidad de Sevilla;
59f0d4bc-9a9e-4a35-8431-086517d80df5;China University of Mining and Technology;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite de Strasbourg;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Wayne State University;45.7056295354, -112.599438377
59f0d4bc-9a9e-4a35-8431-086517d80df5;Nanjing Medical University;36.5550685352, 103.883616289
59f0d4bc-9a9e-4a35-8431-086517d80df5;Wuhan University of Technology;36.5550685352, 103.883616289
7d05b2fc-c1e5-4c58-bea8-09eb9a6e36b4;Hebrew University of Jerusalem;
7d05b2fc-c1e5-4c58-bea8-09eb9a6e36b4;Technion - Israel Institute of Technology;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Kansas;45.7056295354, -112.599438377
59f0d4bc-9a9e-4a35-8431-086517d80df5;University of Science and Technology Beijing;36.5550685352, 103.883616289
415b53c7-92aa-4392-921d-8a6cb50b1e7a;State University of New York, Buffalo;
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Johann Wolfgang Goethe-Universitat Frankfurt am Main;
00c04788-a568-4961-b3a9-a8ee00777af9;Universidade Federal do Rio Grande do Sul;
00c04788-a568-4961-b3a9-a8ee00777af9;Universidade Federal do Rio de Janeiro;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Rice University;45.7056295354, -112.599438377
15ed37e1-5079-426b-8929-f1247a6b5e50;Universitat Basel;
cbc1c57d-a933-411f-bd9b-0140bd302d4c;Universitat Politecnica de Valencia;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;State University of New York, Stony Brook;
ea9d6071-c506-4e06-bd42-4380ec4a8cd3;Aalborg University;56.0639344618, 9.8763729377
035706ce-7d79-4659-af34-f51ce388b199;University of Zagreb;45.016234368, 16.5661911067
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of California, Riverside;45.7056295354, -112.599438377
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Tennessee, Knoxville;
e715f160-55e7-4db2-8505-7762526b8420;Queensland University of Technology;-25.7306547797, 134.502775475
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Kentucky;45.7056295354, -112.599438377
e155d371-3df0-4c48-8892-f326193eeeef;Pontificia Universidad Catolica de Chile;
47aa6621-d0f0-4b86-8bf9-daac33e367c4;Eindhoven University of Technology;52.2987003744, 5.51221710099
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Nebraska, Lincoln;
fd20da90-fec1-443f-9282-fed3684bcbbd;Aalto University;64.5040939186, 26.2117646974
c29c93c4-6a47-428d-95ed-0d36b5ae6774;Politecnico di Milano;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Jinan University;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Dartmouth College;45.7056295354, -112.599438377
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Johannes Gutenberg-Universitat Mainz;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Tufts University;45.7056295354, -112.599438377
50e857c3-828c-4bb0-8add-3ed4746d7794;King Abdulaziz University;24.1232898391, 44.5163637683
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Northeastern University, USA;
852f6dbf-76e1-44ef-a96f-7bd556cb5b3c;Jagiellonian University;52.1482602193, 19.3110143084
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of South Florida System;
